6000. -16.9522457
6100. -16.5033302
6200. -15.9745779
6300. -15.4021626
6400. -14.8796406
6500. -14.4414272
6600. -13.956254
6700. -13.4926968
6800. -13.107378
6900. -12.7368202
7000. -12.3013525
7100. -11.9699888
7200. -11.6267443
7300. -11.3416758
7400. -11.0386515
7500. -10.787324
7600. -10.4674292
7700. -10.1899824
7800. -9.87302971
7900. -9.61379337
8000. -9.26608562
8100. -8.95936871
8200. -8.65512943
8300. -8.32970428
8400. -7.98371983
8500. -7.66552544
8600. -7.36626339
8700. -7.05850697
8800. -6.77192974
8900. -6.50405025
9000. -6.23777151
9100. -5.93481016
9200. -5.6887598
9300. -5.55002499
9400. -5.30561543
9500. -5.07304525
9600. -4.86591816
9700. -4.67669249
9800. -4.59001493
9900. -4.3690567
10000. -4.20691586
10100. -4.03926945
10200. -3.96721768
10300. -3.9313395
10400. -3.87392235
10500. -3.83609581
10600. -3.802809
10700. -3.80552888
10800. -3.79264379
10900. -3.73525763
11000. -3.75312734
11100. -3.72796321
11200. -3.68862963
11300. -3.65310574
11400. -3.6078136
11500. -3.57082224
11600. -3.51439953
11700. -3.43529201
11800. -3.33046556
11900. -3.2950635
12000. -3.19182134
12100. -3.13063812
12200. -3.10434866
12300. -3.04690814
12400. -2.99129152
12500. -2.94366527
12600. -2.9442277
12700. -2.93798876
12800. -2.85434008
12900. -2.88049674
13000. -2.88999844
13100. -2.89513612
13200. -2.93314552
13300. -2.97409391
13400. -3.04304028
13500. -3.03913665
13600. -3.09980226
13700. -3.13124037
13800. -3.18846226
13900. -3.19075918
14000. -3.20005536
14100. -3.17593789
14200. -3.17990398
14300. -3.15796137
14400. -3.14083886
14500. -3.12406874
14600. -3.09896517
14700. -3.08240986
14800. -3.06164169
14900. -3.05920243
15000. -3.0014708
15100. -2.98676395
15200. -2.95138073
15300. -2.90058517
15400. -2.84972095
15500. -2.86288333
15600. -2.79929471
15700. -2.81524777
15800. -2.77711558
15900. -2.78395414
16000. -2.81937551
16100. -2.80909252
16200. -2.7986598
16300. -2.79840899
16400. -2.77784014
16500. -2.77056432
16600. -2.77821589
16700. -2.75452185
16800. -2.77908015
16900. -2.79522228
17000. -2.79348826
17100. -2.79333496
17200. -2.78531718
17300. -2.78370261
17400. -2.78546906
17500. -2.80254269
17600. -2.78717923
17700. -2.81247807
17800. -2.82462716
17900. -2.83950377
18000. -2.86153412
18100. -2.90380883
18200. -2.92729878
18300. -2.94696736
18400. -2.95835757
18500. -2.96821523
18600. -2.98106456
18700. -2.99915266
18800. -3.0107193
18900. -2.96617794
19000. -2.95727825
19100. -2.88630295
19200. -2.85662675
19300. -2.81565094
19400. -2.76763511
19500. -2.71302104
19600. -2.657686
19700. -2.59467626
19800. -2.52883148
19900. -2.46612835
20000. -2.40327454
20100. -2.31664753
20200. -2.26885891
20300. -2.21061206
20400. -2.19290972
20500. -2.12966943
20600. -2.07227945
20700. -2.00365639
20800. -1.95858073
20900. -1.91881835
21000. -1.87655544
21100. -1.8294425
21200. -1.79312718
21300. -1.76657164
21400. -1.7370311
21500. -1.72230089
21600. -1.70781827
21700. -1.6811763
21800. -1.68153632
21900. -1.62780631
22000. -1.62947929
22100. -1.61241782
22200. -1.56314838
22300. -1.58356833
22400. -1.56569839
22500. -1.54693127
22600. -1.52686071
22700. -1.51334608
22800. -1.49710071
22900. -1.47610784
23000. -1.45901406
23100. -1.44744718
23200. -1.44824135
23300. -1.43499458
23400. -1.40944374
23500. -1.39488816
23600. -1.37100303
23700. -1.37521243
23800. -1.35276842
23900. -1.33305395
24000. -1.32887614
24100. -1.3148253
24200. -1.29447842
24300. -1.29994714
24400. -1.27641928
24500. -1.27772212
24600. -1.27795792
24700. -1.25476182
24800. -1.22342849
24900. -1.23102593
25000. -1.2589277
25100. -1.15900838
25200. -1.16473615
25300. -1.15506721
25400. -1.15680826
25500. -1.15598559
25600. -1.11573744
25700. -1.12546277
25800. -1.10092711
25900. -1.07240868
26000. -1.07005906
26100. -1.07223368
26200. -1.04903984
26300. -1.03232002
26400. -1.01881433
26500. -0.995097995
26600. -0.998531461
26700. -0.978173733
26800. -0.942868412
26900. -0.921468258
27000. -0.944771767
27100. -0.916949153
27200. -0.911702156
27300. -0.892894864
27400. -0.853284836
27500. -0.831450343
27600. -0.855669558
27700. -0.81541878
27800. -0.817308068
27900. -0.811293244
28000. -0.787396312
28100. -0.766495585
28200. -0.761936545
28300. -0.761103451
28400. -0.765373945
28500. -0.764741182
28600. -0.77464509
28700. -0.74600637
28800. -0.756792486
28900. -0.750619769
29000. -0.753443241
29100. -0.776690781
29200. -0.750775158
29300. -0.752678931
29400. -0.766799212
29500. -0.764924049
29600. -0.757226229
29700. -0.762276471
29800. -0.763581216
29900. -0.772270322
30000. -0.804556727
30100. -0.781898439
30200. -0.789784372
30300. -0.723614275
30400. -0.735908687
30500. -0.75707382
30600. -0.654682577
30700. -0.732926369
30800. -0.679505587
30900. -0.624630034
31000. -0.698678792
31100. -0.640828371
31200. -0.721300542
31300. -0.703058124
31400. -0.654298723
31500. -0.701359451
31600. -0.679958701
31700. -0.657009125
31800. -0.688159585
31900. -0.744076848
32000. -0.694255769
32100. -0.70929867
32200. -0.687651932
32300. -0.689892113
32400. -0.68538928
32500. -0.742314339
32600. -0.704490662
32700. -0.699745357
32800. -0.69675988
32900. -0.700219452
33000. -0.695198119
33100. -0.680133998
33200. -0.732534707
33300. -0.755930543
33400. -0.652466714
33500. -0.757670462
33600. -0.742709816
33700. -0.72645402
33800. -0.776925862
33900. -0.762651324
34000. -0.714157581
34100. -0.673530102
34200. -0.671804607
34300. -0.69900316
34400. -0.754287243
34500. -0.653783023
34600. -0.622588575
34700. -0.700168133
34800. -0.677580953
34900. -0.728987932
35000. -0.703983545
35100. -0.638544798
35200. -0.715180814
35300. -0.683079541
35400. -0.684415162
35500. -0.606092513
35600. -0.635072887
35700. -0.689657807
35800. -0.636072993
35900. -0.6113711
36000. -0.581825495
